300		
80.4	8.9	1
81.8	11.7	1
85	10.4	1
79.1	10.5	1
82.9	11.5	1
76.4	12.8	1
70.3	13.1	1
58.7	13.6	1
80.9	13.2	1
78.1	12.3	1
76	11.1	1
81.5	11.9	1
70.4	10.7	1
81	11.1	1
74.8	10.9	1
78.3	11.8	1
83.5	9.4	1
79.1	10.4	1
77.9	13.3	1
71.9	12.6	1
67.5	8.8	1
83.2	7.2	1
85.4	12.3	1
69	10.4	1
57.7	9.9	1
81.8	11.6	1
88.8	10.3	1
70.2	11.1	1
74.9	10.4	1
109.6	11.4	1
77.2	7.3	1
66.5	9	1
68.8	9.9	1
78.1	9.7	1
83.3	8.7	1
91.2	13.4	1
72.2	11.3	1
83.6	9.6	1
77.1	8.9	1
66.5	10.9	1
71.9	11.3	1
122.9	16.9	0
90.2	10.7	0
99.1	17.8	0
105.3	15.8	0
86.9	16	0
83.3	14	0
89.5	21.7	0
105.7	15.5	0
84.6	12.6	0
90.1	18.1	0
81.6	16.4	0
92.5	11.3	0
97	15.3	0
70.9	18.6	0
90.4	11.9	0
94.7	16.5	0
85.3	18.4	0
116.7	11.2	0
98.3	19.3	0
88.9	14.5	0
87.4	15.4	0
70.4	8.1	0
90	18.6	0
92.9	14.4	0
98.1	19	0
91.9	12.1	0
112.4	13.7	0
88.5	13.2	0
101.1	13.5	0
75.9	17.1	0
88.6	16.1	0
104.5	16	0
81.1	17	0
122.8	12.8	0
99.5	17.3	0
89.7	11.8	0
105.5	14.2	0
109.2	16.6	0
83	11.7	0
92.4	18.1	0
106.6	15.8	0
85.5	15.8	0
79.3	12.4	0
104	19.1	0
92.4	12.8	0
101.9	17.6	0
93.9	19.1	0
93.3	14	0
89.2	14.3	0
97.7	17.2	0
102.8	14.4	0
103.9	14.2	0
75.6	18.1	0
104.6	10.4	0
109.9	11.8	0
110.4	19.2	0
96.8	14.9	0
106.8	11.2	0
105.8	14.1	0
90.1	22.8	0
104	12.2	0
88.4	17	0
93	7.7	0
96.6	11.7	0
99.4	15	0
77	17.2	0
87.6	9.2	0
87.9	9.3	0
86.6	8.6	0
103.7	17.3	0
106.8	17	0
100.3	15.3	0
101.2	13.5	0
98.2	8.1	0
97.5	17.8	0
79.7	14.7	0
79.2	14.7	0
107.8	20.3	0
100.1	14.7	0
100.8	14	0
86.6	18.3	0
91.9	11.3	0
97.5	15.7	0
84.6	13.2	0
83.3	19.5	0
98.6	11.8	0
76.9	10.8	0
85.4	17.3	0
111.5	19.1	0
80.5	16.8	0
84.1	17.4	0
90.7	12	0
104.4	19.4	0
103.6	12.7	0
89.4	12.9	0
76.9	17.7	0
106.8	14.9	0
107.7	9	0
106.5	14.6	0
100.2	16.9	0
115.6	12.9	0
78.2	15.1	0
100.7	18	0
105.4	15.2	0
97.1	24.3	0
101.8	15.4	0
79.4	7.6	0
87.1	14.9	0
94.9	12.1	0
86.5	17.4	0
79.4	10.5	0
88.8	17.2	0
116.6	11.1	0
91.4	13.3	0
109.8	12.5	0
92.1	17.3	0
94	16.6	0
93.7	12.3	0
104.4	7.6	0
105.6	15.9	0
97.6	15.5	0
84.3	12.9	0
99.2	15.7	0
87.7	9.2	0
116	20.2	0
98.6	14.5	0
79.8	16.6	0
109.6	17.6	0
103.7	18.8	0
100.6	20.9	0
94.4	15.3	0
110.9	17.7	0
88.1	20.1	0
97.1	10.1	0
106	10.2	0
80.3	12.9	0
101	18	0
120.8	14.1	0
95.4	16.5	0
71.1	17.4	0
82.7	15	0
95.9	13.2	0
104.3	14.3	0
103.2	17.1	0
98.1	12.3	0
92.5	17.7	0
88	16	0
91.8	20.4	0
85.8	14.7	0
116.1	14.7	0
